row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_0954,test,BBB,2014B,563945,M,Scotland,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn
oulad_final_result_0660,train,DDD,2013J,406224,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_1689,valid,BBB,2013B,557622,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
oulad_final_result_1064,test,FFF,2013B,352152,M,North Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn
oulad_final_result_0156,train,DDD,2014B,85216,F,Scotland,HE Qualification,10-20,35-55,1,195,N,Fail
oulad_final_result_0973,train,BBB,2013J,609422,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_1500,train,BBB,2013J,2575994,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
oulad_final_result_1172,train,FFF,2014B,632544,M,North Region,No Formal quals,,0-35,0,60,N,Pass
oulad_final_result_1075,valid,EEE,2014J,2230251,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
oulad_final_result_1865,train,DDD,2013B,521709,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
oulad_final_result_1224,valid,FFF,2014J,692740,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1034,train,GGG,2014J,2606765,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
oulad_final_result_1149,train,FFF,2013J,585383,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction
oulad_final_result_0081,test,BBB,2013B,538196,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
oulad_final_result_0630,train,BBB,2013J,605438,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction
oulad_final_result_0685,valid,CCC,2014J,581708,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
oulad_final_result_0333,train,FFF,2013J,568857,F,North Region,Lower Than A Level,,0-35,0,120,Y,Withdrawn
oulad_final_result_0250,train,FFF,2013J,601855,M,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
oulad_final_result_1829,train,FFF,2013B,390400,M,Scotland,Lower Than A Level,90-100%,0-35,2,120,N,Fail
oulad_final_result_0537,train,DDD,2013B,273339,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
oulad_final_result_1724,train,DDD,2013B,550205,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn
oulad_final_result_1802,train,BBB,2014J,653097,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0415,test,GGG,2014J,681168,M,Wales,No Formal quals,10-20,0-35,0,30,N,Withdrawn
oulad_final_result_0384,valid,DDD,2014B,632115,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
oulad_final_result_1676,train,FFF,2014J,652994,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
oulad_final_result_1917,train,EEE,2013J,519684,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass
oulad_final_result_0796,train,FFF,2014J,534018,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
oulad_final_result_1101,valid,BBB,2014J,649542,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1456,train,BBB,2013J,596451,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass
oulad_final_result_1494,test,CCC,2014J,426316,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
oulad_final_result_1441,valid,DDD,2013B,524020,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0115,train,CCC,2014J,522525,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
oulad_final_result_0038,train,BBB,2014B,572187,F,Scotland,HE Qualification,80-90%,0-35,0,120,N,Fail
oulad_final_result_1350,train,BBB,2014J,2627398,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
oulad_final_result_0246,test,DDD,2013B,2209728,F,South Region,A Level or Equivalent,90-100%,35-55,1,60,N,Pass
oulad_final_result_1937,test,DDD,2013B,557850,M,South Region,HE Qualification,60-70%,35-55,0,60,N,Fail
oulad_final_result_0540,train,EEE,2013J,472087,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass
oulad_final_result_0944,train,BBB,2013J,608060,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0746,train,BBB,2014B,2683697,F,London Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail
oulad_final_result_0249,train,DDD,2014J,488575,M,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
oulad_final_result_0747,train,FFF,2013J,608169,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Fail
oulad_final_result_1467,train,BBB,2013J,547311,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
oulad_final_result_1587,test,DDD,2014B,552908,M,North Western Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
oulad_final_result_0061,test,BBB,2013J,161491,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction
oulad_final_result_1209,valid,DDD,2013B,2678338,F,East Anglian Region,No Formal quals,70-80%,0-35,1,120,N,Fail
oulad_final_result_1997,train,FFF,2013J,2393230,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass
oulad_final_result_1164,train,CCC,2014J,638771,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_1217,train,EEE,2013J,2634238,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_0683,train,DDD,2013J,585579,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_0439,train,FFF,2014J,649161,M,North Western Region,No Formal quals,30-40%,0-35,0,120,N,Withdrawn
oulad_final_result_1166,valid,BBB,2014J,650548,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail
oulad_final_result_1752,test,CCC,2014B,314555,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
oulad_final_result_0674,valid,DDD,2013B,545245,M,South Region,Lower Than A Level,80-90%,0-35,0,120,Y,Fail
oulad_final_result_0984,train,DDD,2013J,591593,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass
oulad_final_result_0568,train,CCC,2014B,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
oulad_final_result_0887,train,BBB,2013J,146600,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Pass
oulad_final_result_1927,train,GGG,2013J,129212,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction
oulad_final_result_1995,valid,GGG,2013J,603585,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail
oulad_final_result_0900,valid,BBB,2014J,119444,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_1257,train,CCC,2014J,2340786,M,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction
oulad_final_result_0884,test,DDD,2014J,575380,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_1042,train,FFF,2013J,576205,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
oulad_final_result_0767,train,BBB,2013B,503353,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,210,N,Withdrawn
oulad_final_result_0053,train,CCC,2014B,2639310,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
oulad_final_result_0700,train,GGG,2014B,628495,M,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
oulad_final_result_0323,test,BBB,2013J,607517,F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1578,train,FFF,2014J,560659,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
oulad_final_result_0166,train,CCC,2014B,1922200,M,Ireland,Lower Than A Level,50-60%,35-55,0,30,N,Fail
oulad_final_result_1968,train,FFF,2013B,319884,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
oulad_final_result_1454,test,FFF,2014J,692946,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
oulad_final_result_0493,valid,DDD,2013B,1311171,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
oulad_final_result_1294,train,BBB,2013J,581530,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1984,train,FFF,2013B,128142,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
oulad_final_result_0480,train,FFF,2013B,320764,M,North Western Region,Lower Than A Level,20-30%,0-35,3,180,N,Fail
oulad_final_result_1768,train,EEE,2014J,656057,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
oulad_final_result_1678,train,FFF,2014B,421179,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
oulad_final_result_0291,valid,FFF,2013B,395367,F,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Withdrawn
oulad_final_result_1513,train,FFF,2014J,535997,F,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
oulad_final_result_1999,train,BBB,2013J,565919,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
oulad_final_result_1713,train,GGG,2014J,678714,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn
oulad_final_result_0759,train,FFF,2013J,573434,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
oulad_final_result_0168,train,FFF,2014B,630830,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass
oulad_final_result_0492,valid,BBB,2013J,154570,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn
oulad_final_result_0192,train,FFF,2013J,2356196,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail
oulad_final_result_1757,train,DDD,2013B,94923,F,Scotland,Lower Than A Level,30-40%,0-35,2,90,N,Fail
oulad_final_result_0681,train,CCC,2014B,600547,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
oulad_final_result_0605,test,DDD,2013J,525472,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
oulad_final_result_1482,train,EEE,2014J,681302,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass
oulad_final_result_0045,test,BBB,2014J,627563,M,South East Region,HE Qualification,90-100%,55<=,0,120,N,Pass
oulad_final_result_1174,valid,BBB,2014B,591743,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
oulad_final_result_1265,valid,CCC,2014B,626444,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_0771,train,FFF,2014B,627468,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1812,test,GGG,2014J,642851,M,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
oulad_final_result_1818,train,DDD,2014J,694147,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn
oulad_final_result_1003,test,FFF,2014B,628803,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Fail
oulad_final_result_0657,test,EEE,2014B,626296,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
oulad_final_result_1733,train,CCC,2014B,410886,F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn
oulad_final_result_1685,train,BBB,2013B,387702,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
oulad_final_result_0097,train,EEE,2014B,393488,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Pass
oulad_final_result_0679,train,CCC,2014B,488431,M,North Region,Lower Than A Level,,0-35,0,90,Y,Pass
oulad_final_result_1896,test,DDD,2014J,590110,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_1520,train,BBB,2014J,235371,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_0617,test,CCC,2014B,1678800,M,Scotland,A Level or Equivalent,40-50%,35-55,0,90,N,Pass
oulad_final_result_1420,train,DDD,2013J,572087,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
oulad_final_result_1990,valid,GGG,2014J,674983,F,Scotland,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn
oulad_final_result_1868,valid,BBB,2013B,555670,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
oulad_final_result_1117,valid,GGG,2013J,575214,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
oulad_final_result_1906,train,CCC,2014B,607063,F,North Region,A Level or Equivalent,,0-35,0,90,N,Withdrawn
oulad_final_result_1496,train,BBB,2014B,633394,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
oulad_final_result_0830,valid,FFF,2013B,1742834,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
oulad_final_result_1336,train,FFF,2014B,617976,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_0779,test,BBB,2013B,556292,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction
oulad_final_result_1416,test,CCC,2014J,690404,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_0137,train,BBB,2013B,535407,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
oulad_final_result_1521,train,BBB,2014J,683536,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1086,train,FFF,2014J,641169,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn
oulad_final_result_1431,test,FFF,2013J,42616,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass
oulad_final_result_0991,train,DDD,2013B,368741,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail
oulad_final_result_0353,train,BBB,2014B,2609574,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
oulad_final_result_0341,train,EEE,2013J,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
oulad_final_result_0309,train,FFF,2013J,598294,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass
oulad_final_result_0283,test,FFF,2014J,640329,F,London Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass
oulad_final_result_0578,valid,GGG,2014B,634751,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction
oulad_final_result_0289,test,BBB,2013B,545927,M,South East Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
oulad_final_result_0724,test,CCC,2014J,633303,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction
oulad_final_result_1665,train,BBB,2014J,511424,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0729,train,EEE,2014J,553753,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0256,test,EEE,2014J,650384,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
oulad_final_result_1309,train,CCC,2014J,594326,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
oulad_final_result_1342,valid,FFF,2014B,2583997,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
oulad_final_result_0259,valid,DDD,2014J,596420,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0689,train,BBB,2014J,201655,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1021,train,BBB,2013J,287309,F,South West Region,Lower Than A Level,40-50%,0-35,2,120,N,Pass
oulad_final_result_0009,train,FFF,2013B,524984,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
oulad_final_result_0242,test,DDD,2013B,552661,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
oulad_final_result_1133,train,AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn
oulad_final_result_1767,train,FFF,2013J,594996,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_1599,valid,FFF,2014B,313243,M,Wales,A Level or Equivalent,80-90%,0-35,0,75,N,Pass
oulad_final_result_1433,train,GGG,2013J,481404,M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
oulad_final_result_0649,train,FFF,2014J,644784,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_0738,train,GGG,2013J,602768,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
oulad_final_result_0752,valid,EEE,2014B,620977,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0977,test,DDD,2014J,654880,M,North Region,No Formal quals,,0-35,0,90,N,Withdrawn
oulad_final_result_1143,train,CCC,2014J,577235,M,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
oulad_final_result_1691,train,BBB,2013B,533512,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_0490,train,CCC,2014J,105413,M,South West Region,HE Qualification,70-80%,35-55,0,100,N,Pass
oulad_final_result_1975,train,BBB,2013B,556840,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
oulad_final_result_1540,train,DDD,2014J,118578,F,Scotland,A Level or Equivalent,60-70%,0-35,2,60,Y,Withdrawn
oulad_final_result_1719,train,FFF,2013B,478337,F,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
oulad_final_result_0712,train,GGG,2014J,546724,F,London Region,Lower Than A Level,50-60%,0-35,2,30,N,Pass
oulad_final_result_1193,train,FFF,2013J,572589,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1346,test,DDD,2014J,651561,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_1660,train,BBB,2013J,560676,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
oulad_final_result_0899,valid,CCC,2014J,615225,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
oulad_final_result_1536,train,DDD,2014J,645818,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0446,train,EEE,2014J,685292,M,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass
oulad_final_result_0294,train,BBB,2014B,579537,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
oulad_final_result_0466,train,DDD,2014B,589963,M,Scotland,Lower Than A Level,30-40%,0-35,1,180,N,Pass
oulad_final_result_0352,train,GGG,2014B,623575,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
oulad_final_result_0403,test,CCC,2014B,557700,M,North Region,Post Graduate Qualification,,0-35,0,60,N,Withdrawn
oulad_final_result_1475,train,BBB,2014B,2513954,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
oulad_final_result_0870,test,CCC,2014J,693456,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0240,train,FFF,2013J,476520,M,South East Region,Lower Than A Level,30-40%,0-35,0,90,Y,Pass
oulad_final_result_0850,train,FFF,2013B,2567288,M,North Region,Lower Than A Level,,0-35,0,90,N,Fail
oulad_final_result_1066,train,EEE,2014J,651534,M,Scotland,HE Qualification,30-40%,0-35,0,30,N,Pass
oulad_final_result_0586,train,EEE,2013J,583192,F,Scotland,HE Qualification,90-100%,0-35,0,75,N,Pass
oulad_final_result_0579,valid,DDD,2013B,549545,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
oulad_final_result_0389,train,DDD,2013B,1620593,M,Scotland,Lower Than A Level,0-10%,35-55,1,60,N,Fail
oulad_final_result_0396,train,FFF,2013J,607473,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
oulad_final_result_1140,train,CCC,2014J,616439,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,30,N,Fail
oulad_final_result_1535,train,FFF,2013J,590815,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_0892,train,DDD,2014J,656459,F,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn
oulad_final_result_1801,valid,CCC,2014B,404239,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
oulad_final_result_1569,valid,BBB,2014J,535963,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction
oulad_final_result_1847,train,FFF,2014J,575710,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_0200,train,CCC,2014B,596321,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1194,train,DDD,2013J,426097,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
oulad_final_result_1805,train,BBB,2013B,399792,M,Scotland,HE Qualification,30-40%,0-35,2,150,Y,Fail
oulad_final_result_1283,train,GGG,2014J,691556,F,Scotland,Lower Than A Level,70-80%,35-55,0,30,N,Pass
oulad_final_result_0123,train,BBB,2014B,579255,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
oulad_final_result_1971,train,BBB,2014J,683592,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_1414,train,FFF,2013J,580477,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,Y,Withdrawn
oulad_final_result_1594,train,BBB,2013B,558820,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail
oulad_final_result_1932,train,DDD,2014J,472649,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
oulad_final_result_1793,train,EEE,2013J,499881,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_1928,valid,FFF,2013J,591403,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
oulad_final_result_1110,train,BBB,2014J,2218789,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_0089,valid,BBB,2013B,515474,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1561,train,EEE,2014B,622425,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
oulad_final_result_1515,test,DDD,2013B,401486,M,London Region,A Level or Equivalent,20-30%,0-35,0,70,N,Distinction
oulad_final_result_1263,train,DDD,2014B,352600,F,Scotland,HE Qualification,10-20,0-35,0,135,N,Withdrawn
oulad_final_result_1285,train,DDD,2013J,581283,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
oulad_final_result_0833,test,CCC,2014J,559225,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
oulad_final_result_0798,train,DDD,2013J,162337,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
oulad_final_result_1839,train,FFF,2014J,650251,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
oulad_final_result_1292,train,BBB,2013J,524076,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
oulad_final_result_1002,train,BBB,2013J,523545,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
oulad_final_result_1072,test,DDD,2014J,694698,M,North Region,HE Qualification,,35-55,0,60,N,Pass
oulad_final_result_1892,train,CCC,2014B,622753,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
oulad_final_result_0668,train,BBB,2013J,530514,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass
oulad_final_result_1446,train,CCC,2014B,283798,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
oulad_final_result_0114,valid,CCC,2014J,639012,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,150,N,Fail
oulad_final_result_0090,train,BBB,2013J,577215,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0239,train,EEE,2014J,656854,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1573,train,FFF,2014B,239345,M,South Region,HE Qualification,60-70%,35-55,0,60,N,Pass
oulad_final_result_1580,train,EEE,2014B,592593,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass
oulad_final_result_0016,train,FFF,2013B,526819,M,London Region,A Level or Equivalent,10-20,0-35,1,150,N,Fail
oulad_final_result_1444,valid,GGG,2014B,621025,F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,N,Fail
oulad_final_result_1370,train,DDD,2014B,470733,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
oulad_final_result_0459,train,FFF,2014J,605091,M,South East Region,No Formal quals,20-30%,0-35,1,60,N,Fail
oulad_final_result_0359,train,BBB,2013J,595232,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn
oulad_final_result_0906,train,CCC,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,0,240,N,Withdrawn
oulad_final_result_1809,train,DDD,2013J,493207,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1344,valid,EEE,2013J,465777,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Pass
oulad_final_result_0777,valid,DDD,2014B,602533,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction
oulad_final_result_1612,test,EEE,2014J,697120,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_0255,valid,GGG,2013J,606233,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
oulad_final_result_1663,train,FFF,2014J,686344,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
oulad_final_result_0391,train,GGG,2014J,655625,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
oulad_final_result_0937,valid,CCC,2014B,624970,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass
oulad_final_result_0618,train,BBB,2013B,516057,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
oulad_final_result_0300,test,FFF,2014J,583318,M,South Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass
oulad_final_result_0330,train,BBB,2014B,620922,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
oulad_final_result_1445,train,FFF,2013J,596231,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
oulad_final_result_1933,train,DDD,2014B,585384,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,210,N,Withdrawn
oulad_final_result_0004,train,FFF,2013J,526601,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
oulad_final_result_1646,train,GGG,2014J,674359,F,South West Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
oulad_final_result_1242,train,BBB,2014J,2570396,F,South Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
